title,genre,length,year,plot,star,n_vote,box_office,director,cast
Spidarlings,"Comedy, Horror, Musical",125 min,(2016),"Poverty stricken lovers Eden and Matilda have enough trouble just getting through the days, but when Eden buys a pet spider the real troubles start.",4.2,239,$0.00M,['Selene Kapsaski'],"['Sophia Disgrace', 'Rahel Kapsaski', 'Lee Mark Jones', 'Rusty Goffe']"
The Secret Kiss,"Drama, Mystery",71 min,(2017),"Ray is a loner until he meets the mysterious Paul whilst exploring the woods, a place he can see in his dreams. As their love deepens Ray begins to suspect that Paul may not be who he seems...                See full summary »",4.2,87,N/A,['Richard Mansfield'],"['Tom Beedim', 'Daniel Mansfield', 'Freddie Wintrip']"
Death of a Nation,"Documentary, History",108 min,(2018),This docudrama draws parallels between the dramatic fracturing of the nation over Abraham Lincoln's presidency and the presidency of Donald Trump.,4.1,"7,237",$5.89M,[],"[""Dinesh D'Souza"", 'Victoria Chilap', 'Pavel Kríz', 'Rafael Prazák']"
Another Gay Sequel: Gays Gone Wild!,"Comedy, Romance",99 min,(2008),"Andy, Nico, Jarod and Griff reunite in Fort Lauderdale for Spring Break and participate in a contest called ""Gays Gone Wild"" to determine who can attain the most ""buttlove"" over the course of the vacation.",4.0,"3,323",$0.10M,['Todd Stephens'],"['Jonah Blechman', 'Jake Mosser', 'Aaron Michael Davies', 'Jimmy Clabots']"
The End of Cruising,Documentary,77 min,(2013),A documentary about gay male cruising and public sex and how it has changed over the years.,4.0,140,N/A,[],"['Philly Abe', 'Alex', 'Mike Dreyden', 'Dave Hickey']"
One of the Guys,Documentary,90 min,(2018),"What defines a man? With the support of her chain of command, Corporal Virginie Lamarre, veteran of Afghanistan, officially becomes a man in the Canadian army.",4.0,24,N/A,"['Doris Buttignol', '|']",[]
We Will Riot,"Drama, Music",76 min,(2013),"Luke is an up-and-coming DJ from an affluent New York family with a Lithuanian father and an African-American mother. When Luke hears from an estranged grandmother in Lithuania, he defies ...                See full summary »",4.0,412,N/A,['Romas Zabarauskas'],"['Ebeneezer Nii Sowah', 'Beata Tiskevic', 'Sarunas Zenkevicius', 'Olita Dautartaite']"
The Dark Side of Love,Drama,87 min,(2012),"Two brothers on different life paths, a waiter with a crush on an eligible bachelor and a drug addict in a twisted dependent relationships with his girlfriend, reunite to mourn the death of their mother.",3.9,180,N/A,['Jorge Ameer'],"['Carlos Salas', 'Harsha First', 'Raquel Rosser', 'Jason Susag']"
Crô em Família,Comedy,94 min,(2018),"Already famous, at the top of his career, owner of his own school of etiquette, Crô sees himself alone and without a family. Lonely and vulnerable, he ends up living at the whim of supposed...                See full summary »",3.9,108,N/A,['Cininha de Paula'],"['João Baldasserini', 'Monique Alfradique', 'Marcelo Serrado', 'Jefferson Schroeder']"
Rape Zombie: Lust of the Dead,Horror,73 min,(2012),"A contagion turns men into violent, sexually aggressive zombies worldwide. Surviving women must fight for survival by finding a way to kill the infected men, possibly humanity's only hope.",3.8,"1,195",N/A,['Naoyuki Tomomatsu'],"['Rina Aikawa', 'Yui Aikawa', 'Kazuyoshi Akishima', 'Asami']"
Drink Me,"Drama, Horror, Thriller",74 min,(2015),James and Andy have everything they ever dreamed for but things are about to change.The classic erotic thriller is re-imagined in a vampiric thriller that is as sensual as it is terrifying.,3.7,237,N/A,['Daniel Mansfield'],"['Chris Ellis-Stanton', 'Emmett Friel', 'Darren Munn']"
Code Name: Dynastud,Action,94 min,(2018),"In the year 2024, homosexuality has been outlawed by an extreme right-wing government. Only one extraordinary man can stop this wave of terror and repression, a superhero for our troubled times.",3.7,304,N/A,['Richard Griffin'],"['Aaron Andrade', 'Chris Torem', 'Michael Varrati', 'Jordan Pacheco']"
Rape Zombie: Lust of the Dead 5,Horror,81 min,(2014),As the undead and Otaku near their goal the remaining survivors mount one last offense.,3.6,220,N/A,['Naoyuki Tomomatsu'],"['Yui Aikawa', 'Shoji An', 'Maki Aoyama', 'Asami']"
Rape Zombie: Lust of the Dead 3,Horror,68 min,(2013),"Japan's war against the zombie hordes continues, and the army of Ghoul-fighting girls struggles to survive when their leader is lost to insanity.",3.6,480,N/A,['Naoyuki Tomomatsu'],"['Yui Aikawa', 'Asami', 'Iona', 'Saya Kobayashi']"
Star Slammer,"Action, Comedy, Sci-Fi",86 min,(1986),"Two women who have been unjustly confined to a prison planet plot their escape, all the while having to put up with lesbian guards, crazed wardens and mutant rodents.",3.6,"1,323",N/A,['Fred Olen Ray'],"['Sandy Brooke', 'Suzy Stokey', 'Ross Hagen', 'Marya Gant']"
Fatal Conflict,"Sci-Fi, Thriller",92 min,(2000),An ex-star pilot must stop a mad criminal and his gang from destroying what is left of civilization.,3.6,377,N/A,['Lloyd A. Simandl'],"['Kari Wuhrer', 'Jennifer Rubin', 'Leo Rossi', ""Miles O'Keeffe""]"
Chicks Dig Gay Guys,Comedy,83 min,(2014),A comedy set in the world of two pickup artists that is centered on the trouble they get into through the lies they tell.,3.6,378,N/A,['Nathan Apffel'],"['Bryan Murphy', 'Nathan Anderson', 'Maitland McConnell', 'Taylor M. Graham']"
Baja Come Down,Drama,78 min,(2021),"Charlie and Hannah can't say it out loud, but they both know their relationship is coming to an end. As a last ditch effort, the two head south with Hannah's cat, along the dusty coast of ...                See full summary »",3.6,67,N/A,['Anderson Matthew'],"['Caitlin Michael Riley', 'Michelle Ortiz', 'Lou', 'Abel Ortega']"
L.G.B.T. Love Stories,"Comedy, Drama, Romance",94 min,(2016),"The lives of two drag-queen/ex-lovers; a wealthy, business man who must choose between his wife or his hidden sexual desires; a shy, young woman who falls in-love with her beautiful, ""straight"" roommate, and a gutsy transgender working girl who attempts to reclaim her dignity intertwine in four stories of love and romance.",3.6,65,N/A,[],"['Frederic Farina', 'Christina Russo', 'Danny Martinez', 'John Nikki Garcia']"
Sociopathia,Horror,86 min,(2015),"Walking the fine line between sanity and insanity, a reclusive prop maker for low-budget movies meets an alluring novice producer, as her already frail grip on reality prepares the ground for a ceaseless descent into pure madness.",3.5,657,N/A,[],"['Nicola Fiore', 'Asta Paredes', 'Ruby Larocca', 'George Stover']"
Rape Zombie: Lust of the Dead 2,Horror,67 min,(2013),"After a nuclear attack, a strange virus has turned 90% of the male population of the world into lust-filled zombies. However, in Akihabara, Japan, some males have been found who are ...                See full summary »",3.4,538,N/A,['Naoyuki Tomomatsu'],"['Hayato Abe', 'Yui Aikawa', 'Maki Aoyama', 'Asami']"
Rape Zombie: Lust of the Dead 4,Horror,77 min,(2014),"Their camp has fallen, the chosen child is in the hands of the Otaku and the undead are rampaging across the city. Is there any hope for the remaining survivors?",3.4,232,N/A,['Naoyuki Tomomatsu'],"['Yui Aikawa', 'Asami', 'Aya Kisaki', 'An Koshi']"
The Secret Path,"Fantasy, Horror, Mystery",77 min,(2014),A love story. Theo and Frank are on the run from the British Navy in the early 1800's. They hide in the grounds of an abandoned country house and discover it's more than the living they're running from.,3.4,176,N/A,['Richard Mansfield'],"['Darren J. Bransford', 'Henry Regan', 'Miguel Campbell-Lewis', 'Daniel Mansfield']"
Solar Flare,"Action, Drama, Thriller",87 min,(2008),A young math genius discovers a huge solar storm on the verge of destroying the Earth's power grid and he must alert the world before a powerful businessman stops him.,3.3,618,$0.00M,['Fred Olen Ray'],"['Michelle Clunie', 'Tracey Gold', 'Chris Brochu', 'Kasan Butcher']"
LGBT Experience,Documentary,N/A,(2018),We are faced with a cultural and moral battle. Human sexuality is sitting on the bench. Have homosexuals the right to validate their sexuality? Are being violated the religious rights of ...                See full synopsis »,3.2,44,N/A,"['Tom Monasterios', '|']",[]
Killer Unicorn,Horror,74 min,(2018),"American Pyscho, Party Monster and DJ Steve Aoki all combine for Killer Unicorn!",3.1,229,$0.03M,['Drew Bolton'],"['Dennis Budesheim', 'Alejandro La Rosa', 'Markus Kelle', 'Monica Garcia Bradley']"
The Light Touch,"Comedy, Romance",100 min,(2021),"Sexy puckish pickpocket Becky, a Bugs Bunny of a girl, is teasing a wallet out of a purse on a crowded Athens metro when she notices Miranda, falls in love, and the chase is on. Oops, Becky...                See full summary »",3.0,213,N/A,['Robert MacLean'],"['Tess Spentzos', 'Skyrah Archer', 'Duncan Skinner', 'Despina Mirou']"
Easter Evil,"Comedy, Horror",72 min,(2024),"In Las Vegas, a go-go dancer and a call girl are terrorized by a giant evil rabbit.",2.7,106,N/A,['Jared Masters'],"['Elizabeth Rath', 'Jared Masters', 'Geo Sargent', 'Jeffrey Dean Gray']"
Dracula: The Original Living Vampire,"Horror, Thriller",86 min,(2022),Amelia Van Helsing is on the desperate hunt for the killer responsible for a string of grisly murders targeting young women. Her prime suspect: the mysterious Count Dracula.,2.7,562,N/A,['Maximilian Elfeldt'],"['Jake Herbert', 'Christine Prouty', 'India Lillie Davies', 'Ryan Woodcock']"
The Girls I've Been,"Drama, Thriller",N/A,,A con artist named Nora uses her powers of persuasion and impersonation to get herself and her friends out of dangerous situations.,N/A,N/A,N/A,[],[]
Dostana 2,Comedy,N/A,,Add a Plot,N/A,N/A,N/A,"[""Collin D'Cunha""]","['Janhvi Kapoor', 'Raj Babbar', 'Abhishek Banerjee', 'Kirron Kher']"
Be More Chill,"Comedy, Musical, Sci-Fi",N/A,,"Jeremy Heere is just an average teenager. That is, until he finds out about ""The Squip"" - a tiny supercomputer that promises to bring him everything he desires most: a date with Christine, ...                See full summary »",N/A,N/A,N/A,[],[]
Citizens,Drama,N/A,,A tale of disaffected youth chasing the elusive Hollywood dream of fame and fortune.,N/A,N/A,N/A,['Alex Monty Canawati'],"['Alex Monty Canawati', 'Todd Geyer', 'Juliet Landau', 'Rena Riffel']"
Lesbian Psycho?,"Crime, Horror, Mystery",90 min,,Two new media journalists get on the tracks of a murder case in a psychiatric clinic. The outcome stuns them.,N/A,N/A,N/A,['Nicola Vitale Materi'],"['Nicola Vitale Materi', 'Lea Oleksiak', 'Zofia Pacholczyk', 'Mayu Gralinska-Sakai']"
Unbroken Ties aka Myittar,Drama,92 min,,"Having lived his whole life in an orphanage, Min embarks on a journey to a foreign land, seeking a brighter future, only to unravel a past he never imagined.",N/A,N/A,N/A,['Graham Streeter'],"['Gin Mung', 'Htun Eaindra Bo', 'Lu Min', 'Brittney Powell']"
Bulls,Comedy,N/A,,"Two best friends, from a small town in Indiana, who own a struggling bar and play on their mediocre pub dart team, get a chance to play for the World Dart Championship.",N/A,N/A,N/A,[],[]
The Thistle in the Kiss,Drama,80 min,(2023),"While fixing his car, Declan tries to hide a bad breakup from his sister Rachel, who has her own secrets. As their secrets are exposed, facing ugly truths will lead to a painful roadside reckoning.",N/A,N/A,N/A,['Craig Andrew Robertson'],"['Leonora Cooke', 'Sarah Coyne', 'Craig Andrew Robertson']"
Aichaku,Drama,N/A,,The lives of an American expat and a half Japanese construction worker living in rural Japan are forever changed over the course of three days as they engage in an unexpected romance.,N/A,N/A,N/A,[],"['Christopher McCombs', 'Christopher Nishizawa', 'Cynthia Cheston', 'Yayoi Fujiwara']"
Ozon: Remastered & Uncut,Documentary,105 min,,"He thrilled you with 'Swimming Pool', tickled you with '8 Women' and beguiled you with 'Young and Beautiful'. Dive into the the erotic twists and transgressive turns of the early short films of auteur director François Ozon.",N/A,N/A,N/A,['François Ozon'],"['François Delaive', 'Marina de Van', 'Frédéric Mangenot', 'Sébastien Charles']"
Nightbird,"Documentary, Biography, Drama",N/A,(2022),"Story of a decade of success, performances, and popularity on social media. Bettie Bitch is a cult Drag Queen from the French Riviera who suddenly disappeared in 2016. No performance, no ...                See full summary »",N/A,N/A,N/A,[],[]
Last Party,"Drama, Mystery",N/A,(2024),"During a graduation party, four teenagers are confronted with their angst. They find themselves locked up, they wonder if it might be their last night.",N/A,N/A,N/A,['Nicolas Dozol'],"['Lucie Cecchi', 'Remi Gerard', 'Uma Condolo', 'Teddy Hardy']"
Showgirls 3: London Calling,Comedy,94 min,,Show business can be murder as disgraced child star Ruby Foxglove is set to return to the stage in an all-new sexy version of Lady Chatterley's Lover. Young ingénue Chiffon Collins also has...                See full summary »,N/A,N/A,N/A,['Daniel Mansfield'],"['Richard Mansfield', 'Kathryn Redwood', 'Francis Beraud', 'Jennie Fox']"
Upon the Edge,"Drama, Thriller",84 min,(2022),The company of a West End play find their minds racing over past and present anxieties when a nearby terrorist attack forces them to take shelter beneath the streets of London.,N/A,N/A,N/A,['Timothy Reynard'],"['Maynard Eziashi', 'Amaka Okafor', 'Zulekha Chaka', 'Will FitzGerald']"
The Silent Thrush,"Drama, Romance",N/A,(1992),"The Silent Thrush is a fascinating mixture of exoticism and eroticism. It tells the story of Mu Yun (Li Yu-shan), a young woman who joins a Taiwanese opera company. Ka-hung, the company's ...                See full summary »",N/A,N/A,N/A,['Sheng-Fu Cheng'],"['Yu-Shan Li', 'Yi-Chan Lu', 'Emily Y. Chang', 'Pai-Tan Chang']"
Upon Her Lips: Touch and Go,Drama,93 min,(2023),"Ever had the feeling where someone has gotten so close to you, yet at the same time seemed so far away? For these women and young girls, this is a moment that could change their lives forever.",N/A,N/A,N/A,[],"['Maja Clementsen Hansen', 'Kate Lassman Long', 'Shelly Levy', 'Beth Marie']"
Privileg,Documentary,80 min,(2023),Henri unravels the infrastructure of the LGBTQIA+ Community as we take a stroll through his daily life and get a grasp of what it truly means being different while trying to live an honest life in a world ruled by politics and religion.,N/A,N/A,N/A,['Ali Schmahl'],"['Anastasia Biefang', 'Henri Vogel', 'Johannes Vogel']"
Hidden Flora,"Comedy, Drama, Romance",N/A,,"Hidden Flora is a queer coming-of-age romantic dramedy about Roxii, a non-binary hopeless romantic who reflects on their formative past relationships.",N/A,N/A,N/A,['Ryan Rox'],"['Luca Silver', 'Nick Check', 'Jaxon Inge', 'Aj Tumminaro']"
Crossroads,Drama,N/A,(XVII),"Fresh off failing her citizenship test, Naomi finds herself struggling to accept her circumstances when she learns her friend, Marissa, has passed. At her funeral, she randomly swaps bodies...                See full summary »",N/A,N/A,N/A,['Piper Peña Hadley'],"['Molly Grace', 'David Dittmeier', 'Isabel Wicker', 'Mauricio Ortiz-Segura']"
The Moon Is a Hologram,"Comedy, Horror, Sci-Fi",N/A,,Add a Plot,N/A,N/A,N/A,['Selene Kapsaski'],"['Ciaron Davies', 'Rahel Kapsaski', 'Selene Kapsaski', 'Robyn Adams']"
