title,genre,length,year,plot,star,n_vote,box_office,director,cast,keyword
Hong lou chun shang chun,"['Comedy', ' Romance']",86 min,1978,Story of a 15 year old Pao-Yu and his preoccupation with bedding beautiful women.,4.9,63,0.0,['Hsin Chin'],"['Leslie Cheung', 'Cecilia Wong', 'Wei-Ying Chen', 'Yee-Hing Chan']",bisexual
A Crimson Star,"['Drama', ' Romance']",101 min,2018,"When Yo is hospitalized she gradually develops feelings for Yayoi who is a nurse tending to her. However, Yayoi eventually leaves the nursing profession. Yo is disappointed, but turns to ...                See full summary »",6.1,21,0.0,['Aya Igashi'],"['Miku Komatsu', 'Yuki Sakurai', 'Katsuya Maiguma', 'Masanori Kikuzawa']",bisexual
Tied Up,"['Crime', ' Drama', ' Horror']",86 min,2004,"A group of five so-called friends, ban together in an attempt to make their lives more eventful. In the course of their night they are thrown into a world of deceit, betrayal, and murder. Who knew growing up would be this complicated.",5.5,50,0.0,['Jeremy Rubin'],"['Shelli Boone', 'Dana Fares', 'David Alan Graf', 'Richard Hong']",bisexual
O Que Resta,['Drama'],96 min,2018,"Cyclic times, bodies that lie, permanent addictions.",6.1,45,0.0,['Fernanda Teixeira'],"['Higor Campagnaro', 'Renata Guida', 'Guilherme Dellorto', 'Bruna Linzmeyer']",bisexual
The Art of Being Straight,"['Comedy', ' Drama', ' Romance']",67 min,2008,"A sexy, comedic drama about two college friends questioning their careers and sexuality in east Los Angeles.",4.9,707,10000.0,['Jesse Rosen'],"['Jesse Janzen', 'Tyler Jenich', 'Bryan McGowan', 'Jared Grey']",bisexual
Rizoto,"['Comedy', ' Drama', ' Romance']",95 min,2000,Two mothers/wives devise a solution to the downsides of marriage.,3.7,421,0.0,['Olga Malea'],"['Anna Mascha', 'Dimitra Matsouka', 'Kleon Gregoriadis', 'Constantine Markoulakis']",bisexual
Shem,['Drama'],93 min,2004,"Daniel, a young and arrogant Londoner, is bored to death in his life. His jewish grandmother asks him to go through Europe in order to find his grandfather's grave. Not only will Daniel ...                See full summary »",4.6,156,10000.0,['Caroline Roboh'],"['Asier Newman', 'Hadassah Hungar Diamant', 'Arturo Brachetti', 'Cyrielle Clair']",bisexual
The Illiac Passion,['Drama'],90 min,1967,Prometheus engages in repeated scenes of bisexuality in this independent feature from the New York underground.,7.3,43,0.0,['Gregory J. Markopoulos'],"['Richard Beauvais', 'David Beauvais', 'Robert Alvarez', 'Taylor Mead']",bisexual
Moments,['Drama'],92 min,1979,"Anne, a Parisian, visits her friend Yola in Tel Aviv, where Yola lives with her husband Avi and their son. There's tension in the air and the attraction between the two women is palpable. ...                See full summary »",6.4,79,0.0,['Michal Bat-Adam'],"['Michal Bat-Adam', 'Brigitte Catillon', 'Assi Dayan', 'Avi Pnini']",bisexual
The Low End,['Thriller'],72 min,2019,"Over the course of forty-eight hours during a music festival, a recovering drug addict attempts to rekindle his relationship; but with little money, he is forced to engage in a dangerous ...                See full summary »",2.9,22,0.0,['Graham Schmidt'],"['David Zallis', 'Michael Kunicki', 'Mariana Castro', 'Warren Polk']",bisexual
North of Vortex,['Drama'],58 min,1991,"A gay poet heads west from New York City in his convertible. He picks up a muscular sailor who's bisexual; then Jackie, a waitress at a diner, joins them. Jackie is attracted to the poet ...                See full summary »",5.8,112,0.0,['Constantine Giannaris'],"['Stavros Zalmas', 'Valda Z. Drabla', 'Howard Napper', 'Kevin Graal']",bisexual
More Than Friendship,"['Drama', ' Romance']",88 min,2013,"Mia, Lukas and Jonas always were like one heart and soul since childhood. Until three years ago when everything changed. Their friendship became love that is well beyond all conventions. A ...                See full summary »",4.8,242,0.0,['Timmy Ehegötz'],"['Michèle Fichtner', 'Holger Foest', 'Jakob Philipp Graf', 'Andreas Külzer']",bisexual
My Girlfriend's Boyfriend,"['Comedy', ' Romance']",81 min,1999,My Girlfriend's Boyfriend,4.9,221,0.0,['Kenneth Schapiro'],"['Sean Runnette', 'Debbie Gibson', 'Jill Novick', 'Chris Bruno']",bisexual
Billy Shakespeare,"['Comedy', ' Romance']",103 min,2014,"What if William Shakespeare never existed... until now. Our Modern Bard is caught in a love triangle of confused sexuality, cross dressing, mistaken identity, and bedroom trysts. Does ...                See full summary »",7.7,31,0.0,['Deborah Voorhees'],"['Jason D. Johnson', 'Catharine E. Jones', 'Phillip David Collins', 'Mary Maxson']",bisexual
Quanto Dura o Amor?,"['Drama', ' Romance']",83 min,2009,"The story of three young people in search of love amid the frantic pace of São Paulo. What will a relationship unearth of their unspoken past, and can they dare hope for a happy future?",6.2,172,0.0,['Roberto Moreira'],"['Maria Clara Spinelli', 'Sílvia Lourenço', 'Danni Carlos', 'Paulo Vilhena']",bisexual
Why Do They Call It Love When They Mean Sex?,['Comedy'],99 min,1993,A woman who performs live sex shows goes into business with a gambling junkie.,5.7,542,0.0,['Manuel Gómez Pereira'],"['Verónica Forqué', 'Jorge Sanz', 'Rosa Maria Sardà', 'Fernando Guillén']",bisexual
Mr. High Heels,"['Comedy', ' Romance']",94 min,2016,"What's a man gotta do when the girl, he's secretly loved since he was a small boy, decides on never dating a man again after being cheated on again and she starts going to a lesbian nightclub - dress up like a woman to get in.",4.4,50,0.0,['Ke Lu'],"['Jiang Du', 'Fiona Sit', 'Cheney Chen', 'Cho-Lam Wong']",bisexual
Girls Like Us! Part 1,"['Comedy', ' Drama', ' Romance']",74 min,2012,"This is a lesbian drama series about a female attorney named Keisha, who is intimately involved in a relationship with an author/woman named Zoe, and a man/gynecologist named Greg. Keisha ...                See full summary »",5.5,31,0.0,[],"['Bethany Stanton', 'Robin Lei', 'Milon V. Parker', 'Bionca Monroe']",bisexual
Both,['Drama'],86 min,2005,"Haunted by memories of her long-lost hermaphrodite brother, a stunt double discovers that her sexual identity is a tissue of lies created by her parents and doctors.",6.6,40,0.0,['Lisset Barcellos'],"['Fabrizio Aguilar', 'Ximena Ameri', 'Pablo Barcellos', 'J.D. Brumback']",bisexual
I mostri oggi,['Comedy'],102 min,2009,"Divided into 16 separate parts, the film analyses and parodies the vices, weaknesses and fears of contemporary Italy.",4.4,310,0.0,['Enrico Oldoini'],"['Diego Abatantuono', 'Carlo Buccirosso', 'Sabrina Ferilli', 'Giorgio Panariello']",bisexual
A Cappella,['Drama'],132 min,2016,"The movie is set in 1969, when Japanese students were enmeshed with campus riots, anti-war rallies, and the growth of subcultures in music, cinema, literature, and theater. Influenced by ...                See full synopsis »",6.2,114,0.0,['Hitoshi Yazaki'],"['Riko Narumi', 'Sôsuke Ikematsu', 'Takumi Saitô', 'Nina Endô']",bisexual
Star Appeal,"['Drama', ' Sci-Fi']",86 min,2004,Chinese activist filmmaker Cui Zi'en crafts the first all gay Chinese science fiction film with this fantastical tale of a lonely extraterrestrial who learns a tender lesson in earthly love...                See full summary »,3.7,34,0.0,"[""Zi'en Cui""]","['Bo Yu', 'Guifeng Wang', 'Xiwen Zhang', 'Jian Hou']",bisexual
Muriel's Parents Are Desperate,['Drama'],74 min,1995,"In this coming of age drama, 17-year old Muriel rebels against her French family and leaves for the bright lights of Paris. When she falls for Nora, Muriel enters a journey of heartbreak and discovery.",6.6,88,0.0,['Philippe Faucon'],"['Catherine Klein', 'Dominique Perrier', 'Serge Germany', 'David Bigiaoui']",bisexual
Net Worth,"['Action', ' Adventure', ' Comedy']",94 min,2001,Net Worth details the serio-comic story of four friends who learn the value of friendship as they embark on a thirty day contest to achieve the highest net worth in a new city with no cash and no connections.,5.9,270,0.0,['Kenny Griswold'],"['Todd Field', 'Craig Sheffer', 'Daniel Baldwin', 'Michael T. Weiss']",bisexual
Ungesagt,['Drama'],95 min,2016,"Drama about two good friends, who discover their love on a holiday together, which turns their old life upside down.",6.3,26,0.0,['Claudia Boysen'],"['Sophie Charlotte Conrad', 'Alexander Khuon', 'Felicia Ruf', 'Francisco Javier García Socorro']",bisexual
Smokers Only,"['Drama', ' Romance']",91 min,2001,A suicidal woman and a male prostitute connect in an ATM station and begin a tenuous affair.,5.0,266,10000.0,['Verónica Chen'],"['Cecilia Bengolea', 'Leonardo Brzezicki', 'Adrián Fondari', 'Pablo Razuk']",bisexual
"Up, Down and Sideways",['Comedy'],108 min,1992,A parody of the life in Athens of the 90ies where a widow and her son get entangled in crazy situations.,5.3,249,0.0,['Michael Cacoyannis'],"['Irene Papas', 'Stratos Tzortzoglou', 'Panos Mihalopoulos', 'Eleni Gerasimidou']",bisexual
Late Fragment,['Drama'],180 min,2007,"Eyelids smeared with black shadow, a teenage girl stands at the foot of the bed and pulls the trigger. The man waking from sleep barely knows what has just happened to him. In a single ...                See full synopsis »",6.1,105,0.0,[],"['Benz Antoine', 'Jerry Azzopardi', 'Marc Bendavid', 'Krista Bridges']",bisexual
An Affirmative Act,"['Crime', ' Drama', ' Mystery']",93 min,2010,"The life of a young, professional married couple and their baby takes a sharp turn when the pair is arrested and charged with several counts of fraud. What ensues is a tense courtroom drama about the legalization of gay marriage.",5.6,113,0.0,['A.J. Mattioli'],"['Blanche Baker', 'Costas Mandylor', 'Charles Durning', 'Robert Clohessy']",bisexual
Uma Loucura de Mulher,"['Comedy', ' Romance']",92 min,2016,"After being called crazy by her husband, Lucy decides to follow her dream",5.2,241,0.0,['Marcus Ligocki'],"['Mariana Ximenes', 'Bruno Garcia', 'Miá Mello', 'Sergio Guizé']",bisexual
Try,['Drama'],90 min,2018,"Two childhood friends, who have lived in New York for two years, meet again in this city to remember old times and decide the future of their friendship.",5.8,53,0.0,['Angel de Haro'],"['Ana Loig', 'Sergio Moral', 'Jorge Rosa', 'Pedro Rovisco']",bisexual
Igloo,['Drama'],85 min,2013,An atmospheric but underwhelming look at a difficult period in a twentysomething gay man's life.,6.2,65,0.0,['Diego Ruiz'],"['Diego Ruiz', 'Alessandra Guerzoni', 'Camila Hirane', 'Alejandro Goic']",bisexual
Horsey,"['Drama', ' Music', ' Romance']",94 min,1997,"Delilah Miller is looking for an anchor in her life. She starts a romance with rock musician Ryland Yale, but soon it shows he can not be such an anchor - he's possessive, undependable and even a heroin addict.",4.8,80,0.0,['Kirsten Clarkson'],"['Holly Ferguson', 'Todd Kerns', 'Ryan Robbins', 'Victoria Deschanel']",bisexual
Luma,['Drama'],84 min,2015,"The young, pregnant housewife Jennifer- nickname LUMA- meets the self confident, bisexual Christiane. Their friendship develops up to an vehement love affair, which is driving Luma into an ...                See full summary »",5.2,17,0.0,['Silvia Rietdorff'],"['Melanie Isakowitz', 'Anja Ressmer', 'Dirk Talága', 'Marcin Glowacki']",bisexual
Deux lions au soleil,"['Comedy', ' Drama']",110 min,1980,"Paul and René, two 40-year-old proletarians, refuse to go back to the factory. They decide to go to the sun. They experience small scams and meet love in the course of their adventure.",6.2,40,0.0,['Claude Faraldo'],"['Jean-François Stévenin', 'Jean-Pierre Sentier', 'Catherine Lachens', 'Jean-Pierre Tailhade']",bisexual
Divin enfant,['Comedy'],84 min,2014,"En épousant Sarah, une viticultrice de St Emilion qui a déjà eu deux maris, trois filles et dont le premier amour est aujourdhui le mari de sa propre ex-femme et le beau-père de sa fille, ...                See full synopsis »",4.9,130,0.0,['Olivier Doran'],"['Émilie Dequenne', 'Sami Bouajila', 'Géraldine Pailhas', 'Guillaume de Tonquédec']",bisexual
Tikim,['Drama'],82 min,2017,Add a Plot,-1,0,0.0,['G.A. Villafuerte'],"['Ace Toledo', 'Jayken Mondevil', 'Arrah Jamili', 'Apple Lee']",bisexual
Convalescent,['Drama'],108 min,2021,"January 13th, 2019. Catalina lives with her son Emanuel and her mother Nilda, who's been diagnosed with Alzheimer's Disease two years ago. This same day is Nilda's 70th birthday and some ...                See full summary »",8.7,69,0.0,['Matías De Leis Correa'],"['Marisol Otero', 'Sebastián Sinnott', 'Graciela Muñoz', 'Francisco Ortiz']",bisexual
Las puertas del paraíso,"['Action', ' Crime', ' Drama']",90 min,1971,"Due to betting problems, Andrés and his lover, Blanca, flee the city and travel through several states of the country; During their journey they get involved with a couple of hippies with ...                See full summary »",6.8,68,0.0,['Salomón Laiter'],"['Jacqueline Andere', 'Jorge Luke', 'Milton Rodríguez', 'Barbara Angely']",bisexual
Opie Gets Laid,"['Comedy', ' Romance']",75 min,2005,"Opie (James Ricardo) arrived at age 30 with his virginity intact, primarily because he prefers eating to dating.",4.9,248,0.0,['James Ricardo'],"['James Ricardo', 'April Wade', 'Ute Werner', 'Jesselynn Desmond']",bisexual
Chronic,['Drama'],89 min,2017,"Omar, a photographer, has a special experience with death. He is trying to express it through a new project. One day, three photo sessions and witnesses. Between the walls of a studio, one ...                See full summary »",5.2,31,0.0,['Mohamed Sabbah'],"['Charbel Kamel', 'Mohamad Al Khansa', 'Caroline Hatem', 'Antoine Bresse']",bisexual
1-900,"['Comedy', ' Drama', ' Thriller']",98 min,1996,"This movie was produced before the Internet made sexual pornography widely available online. This movie was produced before the Internet allowed web-cam girls to strip, dance, or perform ...                See full summary »",3.3,41,0.0,['M. David Lee III'],"['Randy Allen', 'Amy Applebaum', 'Michelle Dardis', 'Lisa Foxx']",bisexual
The Freediver,"['Action', ' Adventure']",95 min,2004,Action Adventure - based on a true story. Freediver Danai Varveri's epic struggle to become champion of the world.,4.6,1483,0.0,['Alki David'],"['Alki David', 'Adam Baldwin', 'Camilla Rutherford', 'Dominique Swain']",bisexual
Stille nacht,"['Crime', ' Drama', ' Mystery']",82 min,2004,Laura Fischer has a session with a psychologist. The session begins with the young woman telling that after two years of successive rapes of female students riding bicycles in the woods ...                See full summary »,6.4,861,0.0,['Ineke Houtman'],"['Josefien Hendriks', 'Liesbeth Kamerling', 'Victoria Koblenko', 'Caro Lenssen']",bisexual
Cherry,"['Drama', ' Fantasy', ' Horror']",45 min,2009,"A lost, sexually confused boy becomes increasingly obsessed with an hedonistic video artist and her group of oversexed, violent, cannibalistic followers and longs to be a part of their decadent world.",4.7,23,0.0,['Matt Burgess'],"['Jasper Marlow', 'Georgina Lloyd', 'James Selles', 'Jaime Lewis']",bisexual
